| '''Hash''' || '''Implementation''' || '''Try Cycles (1536)''' || '''ROM Usage''' || '''RAM Usage''' || '''Compiler''' || '''Version''' || '''Source''' 
|[wiki:ciphers_0hash <-] 0hash [wiki:platformsciphers_atmega1281_16mhz_0hash ->] || [wiki:platformsimplementations_atmega1281_16mhz_0hash_empty empty] || 72 || 0 || 0 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
|[wiki:ciphers_cubehash1632 <-] cubehash1632 [wiki:platformsciphers_atmega1281_16mhz_cubehash1632 ->] || [wiki:platformsimplementations_atmega1281_16mhz_cubehash1632_avrcryptolib_cwbasm avrcryptolib_cwbasm] || 9197607 || 1648 || 249 || [wiki:compilernames avr-gcc 1281 -O3] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
|[wiki:ciphers_skein256 <-] skein256 [wiki:platformsciphers_atmega1281_16mhz_skein256 ->] || [wiki:platformsimplementations_atmega1281_16mhz_skein256_avrcryptolib_asm avrcryptolib_asm] || 1929028 || 2414 || 266 || [wiki:compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
|[wiki:ciphers_blake32 <-] blake32 [wiki:platformsciphers_atmega1281_16mhz_blake32 ->] || [wiki:platformsimplementations_atmega1281_16mhz_blake32_avrcryptolib avrcryptolib] || 1797346 || 3586 || 269 || [wiki:compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
|[wiki:ciphers_shabal256 <-] shabal256 [wiki:platformsciphers_atmega1281_16mhz_shabal256 ->] || [wiki:platformsimplementations_atmega1281_16mhz_shabal256_avrcryptolib_asm avrcryptolib_asm] || 374726 || 1916 || 296 || [wiki:compilernames avr-gcc 1281 -O1] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
|[wiki:ciphers_cubehash161 <-] cubehash161 [wiki:platformsciphers_atmega1281_16mhz_cubehash161 ->] || [wiki:platformsimplementations_atmega1281_16mhz_cubehash161_simple simple] || 358051385 || 2958 || 310 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
|[wiki:ciphers_cubehash1616 <-] cubehash1616 [wiki:platformsciphers_atmega1281_16mhz_cubehash1616 ->] || [wiki:platformsimplementations_atmega1281_16mhz_cubehash1616_simple simple] || 28342558 || 2950 || 310 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
|[wiki:ciphers_cubehash162 <-] cubehash162 [wiki:platformsciphers_atmega1281_16mhz_cubehash162 ->] || [wiki:platformsimplementations_atmega1281_16mhz_cubehash162_simple simple] || 182178363 || 2958 || 310 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
|[wiki:ciphers_cubehash164 <-] cubehash164 [wiki:platformsciphers_atmega1281_16mhz_cubehash164 ->] || [wiki:platformsimplementations_atmega1281_16mhz_cubehash164_simple simple] || 94306735 || 2958 || 310 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
|[wiki:ciphers_cubehash168 <-] cubehash168 [wiki:platformsciphers_atmega1281_16mhz_cubehash168 ->] || [wiki:platformsimplementations_atmega1281_16mhz_cubehash168_simple simple] || 50329852 || 2958 || 310 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
|[wiki:ciphers_cubehash81 <-] cubehash81 [wiki:platformsciphers_atmega1281_16mhz_cubehash81 ->] || [wiki:platformsimplementations_atmega1281_16mhz_cubehash81_simple simple] || 179836108 || 2958 || 310 || [wiki:compilernames avr-gcc 1281 -Os] || 4.3.4 (GCC) || [wiki:runs_4 Run 4]
